0,1,2,3,4
"Risk 
Assessment","위해성    평가,  리스크
평가","리스크    관리  과정  내에서  리스크  관련  의사결정을  뒷받침하기 
위해  정보를  정리하는  체계적  과정.  위해요소의  확인과  그  위해요
소에의  노출과  관련된    위험의  분석  및  평가로  이루어진다.","A    systematic  process  of  organizing  information  to  support  a  risk  decision  to 
be    made  within  a  risk  management  process.  It  consists  of  the  identification 
of    hazards  and  the  analysis  and  evaluation  of  risks  associated  with  exposure 
to    those  hazards.",Ref    14
"Risk 
Communicati
on",위해정보교환,"의사결정권자와    다른  이해관계자  간  리스크와  리스크  관리에  대
한  정보  공유","The    sharing  of  information  about  risk  and  risk  management  between  the 
decision    maker  and  other  stakeholders.",Ref    14
Risk  Control,위해관리,리스크  관리  결정을  이행하는  행위,Actions    implementing  risk  management  decisions  (ISO  Guide  73).,Ref    14
"Risk 
Evaluation",위해평가,"양적또는질적척도를활용하여정해진리스크기준에대비해추정리스크
를비교하여리스크의중요도를결정하는행위.","The 
 
comparison  of 
the 
estimated 
risk 
to  given 
risk 
criteria  using 
a 
quantitative    or  qualitative  scale  to  determine  the  significance  of  the  risk.",Ref    14
"Risk 
Identification",위해확인,"정보를체계적으로활용하여리스크질문또는문제기술방식에따라위해
의잠재적요소(위해요소)를파악하는행위.","The 
  systematic  use  of 
information 
to 
identify  potential  sources  of  harm 
(hazards)    referring  to  the  risk  question  or  problem  description.",Ref    14
,,,,
"Risk 
Management","위해관리,    리스크경영","리스크의  진단,  통제,  커뮤니케이션  검토  업무에  품질  관리    정책, 
절차  및  업무를  체계적으로  적용하는  것","The  systematic    application  of  quality  management  policies,  procedures,  and 
practices  to  the    tasks  of  assessing,  controlling,  communicating  and  reviewing 
risk.",Ref    14
"Risk 
Reduction",위해감소,위해의  발생  확률  및  위해의    강도  완화를  위한  행위.,"Actions 
 
taken 
to 
lessen 
the  probability  of  occurrence  of  harm  and 
the 
severity  of    that  harm.",Ref    14
Risk  Review,위해검토,"(적절한경우에)리스크에관한새로운지식과경험을고려하여리스크관
리프로세스결과의검토또는모니터.","Review 
  or  monitoring  of  output/results  of 
the 
risk  management  process 
considering    (if  appropriate)  new  knowledge  and  experience  about  the  risk.",Ref    14
Robustness,완건성,"시험방법    중  일부  조건이  소규모라도  의도적으로  변경되었을  때 
측정값이  영향을  받지  않는지에  대한  척도를  말한다.",N/A,Ref    17
"Sampling 
frequency",검체채취주기,검체를    채취하기  위해  설정된  기간,Established    period  for  collecting  samples.,Ref    11
Security,보안,"우연한    혹은  악의적인  접근,  사용,  수정,  파괴,  비밀누설로부터  컴
퓨터  하드웨어,  소프트웨어에  대한  보호.  보안은  사람,  데이터,  통
신  및  컴퓨터    설치에  대한  물리적  보호에  적용된다.","The 
  protection  of 
computer  hardware  and 
software 
from  accidental  or 
malicious    access,  use,  modification,  destruction  or  disclosure.  Security  also 
pertains    to  personnel,  data,  communications  and  the  physical  protection  of 
computer    installations.",Ref    1
Self-containe,자기밀폐구역,작업자    및  설비  이동을  포함하여  특정  작업의  모든  부분이  완벽,Premiseswhichprovidecompleteandtotalseparationofallaspectsof,Ref    5
d  area,,"하고  완전하게  분리되어  있으며  이를  위한  절차가  확립되어  있고 
관리  및  모니터링이    수행되는  지역.  물리적  장벽과  별도로  공조 
시스템  구비가  이에  해당되나  반드시  두  개의  별도  건물이어야 
한다는  의미는  아니다.","anoperation,includingpersonnelandequipmentmovement,withwell
establishedprocedures,controlsandmonitoring.Thisincludesphysical
barriersaswellasseparateair-handlingsystems,butdoesnotnecessarily
implytwodistinctandseparatebuildings.",
"Senior 
Management",고위  경영자,"회사또는사업장의자원을동원할수있는권한과책임을가지며,최고수준
에서회사또는사업장을이끌고관리하는자.","Person(s)    who  direct  and  control  a  company  or  site  at  the  highest  levels 
with 
the 
 
authority 
and 
responsibility 
to  mobilise 
resources  within 
the 
company  or    site.  (ICH  Q10  based  in  part  on  ISO  9000:2005)",Ref    19
Severity,"심각성,    중대성",위해    요소에  따른  예상  결과의  수준.,A    measure  of  the  possible  consequences  of  a  hazard.,Ref    14
Shift,교대,"계획에  따른  작업  또는  생산  기간으로  보통  12시간    이내이며  작
업자  그룹들이  번갈아가며  근무한다.","Scheduledperiodsofworkorproduction,usuallylessthan12hoursin
length,staffedbyalternatinggroupsofworkers.",Ref    11
"Signature 
(signed)",서명(된),사인의  용어  정의  참조,See    definition  for  signed,Ref    2
"Signed 
(signature)",,"특정    행위  또는  검토를  실시한  사람의  기록.  이  기록은  이니셜, 
수기  서명,  개인  도장,  또는  보안성을  갖춘  전자  서명이  될  수  있
다.","The    record  of  the  individual  who  performed  a  particular  action  or  review. 
This 
 
record  can  be 
initials, 
full  handwritten 
signature,  personal 
seal,  or   
authenticated  and  secure  electronic  signature.",Ref    2
Simulated,모의제품,밸리데이션    대상  제품의  물리적  특성과  실질적으로  가능한  경우,"A    material  that  closely  approximates  the  physical  and,  where  practical,  the",Ref    6
Product,,"에  화학적  특성(예,  점도,  입도,  pH  등)이  아주  유사한  물품.  위약 
제품  배치로  이런    특성이  충족되는  경우가  많다.","chemical  characteristics  (e.g.  viscosity,  particle  size,  pH  etc.)  of  the    product 
under  validation.  In  many  cases,  these  characteristics  may  be    satisfied  by  a 
placebo  product  batch.",
Solvent,"용매,  용제","중간체    또는  API  제조  시에  용액  또는  현탁액의  조제를  위한  매
개체로  사용되는  무기  또는  유기성  액체","An 
 
inorganic  or  organic 
liquid  used  as  a  vehicle 
for 
the  preparation  of   
solutions  or  suspensions  in  the  manufacture  of  an  intermediate  or  API.",Ref    2
Source  Code,소스코드,"프로그램    언어를  사용하여  사람이  읽을  수  있는  형태로  작성된 
원시  컴퓨터  프로그램은  컴퓨터에서  실행되기  전에  기계가  읽을 
수  있는  형태로  전환되어야    한다.","An 
 
original 
computer 
program 
expressed 
in 
human-readable 
form 
(programming 
 
language),  which  must  be 
translated 
into  machine-readable 
form  before  it  can    be  executed  by  the  computer.",Ref    1
Specification,"규격,  기준,  시방서","제조    과정에  사용되거나  제조  과정  중에  획득되는  제품  또는  물
품이  부합해야  하는  요건을  상세하게  기술한  목록.  규격은  품질 
평가의  기본이다.","A    list  of  detailed  requirements  with  which  the  products  or  materials  used  or   
obtained  during  manufacture  have 
to  conform.  They  serve  as  a  basis 
for   
quality  evaluation.",Ref    5
,,"시험,    시험절차에  대한  참조문헌  및  기재된  시험에  사용되는  수
치기준,  범위  또는  기타  범주  등  적절한  허용기준의  목록.  규격문
서에는  원자재가    용도에  적합하다고  간주되기  위해  부합하여야 
하는  일련의  기준을  설정하고  있다.  ‘규격  부합’이란  수록된  시험
절차에  따라  시험했을  때  수록된    허용  기준에  부합됨을  의미한
다.","A 
list 
of 
tests, 
 
references 
to 
analytical 
procedures, 
and 
appropriate 
acceptance  criteria  that    are  numerical  limits,  ranges,  or  other  criteria  for  the 
test  described.  It    establishes  the  set  of  criteria  to  which  a  material  should 
conform  to  be    considered  acceptable  for  its  intended  use.  “Conformance  to 
specification”    means  that  the  material,  when  tested  according  to  the  listed 
analytical    procedures,  will  meet  the  listed  acceptance  criteria.",Ref    2
Specificity,특이성,"불순물,  분해물,  배합성분    등의  혼재  상태에서  분석대상물질을 
선택적으로  정확하게  측정할  수  있는  능력을  말한다.",N/A,Ref    17
"Sporicidal 
process.",포자살균공정,"박테리아  및  곰팡이  포자를  죽일  수  있다고  알려진  약품을    사용
하여  표면에  적용하는  가스,  증기  또는  액체  처리법.  이  공정은 
보통  박테리아  포자를  포함한  생물  지표를  사용하여  밸리데이션
한다.  이    정의에서  포자  로그  리덕션  수는  규정되어  있지  않으나","Agaseous,vapourorliquidtreatmentappliedtosurfaces,usinganagentthatisrecognised
ascapableofkillingbacterialandfungalspores.
Theprocessisnormallyvalidatedusingbiologicalindicatorscontainingbacterialspores.
Thenumberofsporelogreductionsisnotspecifiedinthisdefinition,butatargetofsixlogre",Ref    12
,,"보통  6  로그  리덕션  목표가  적용된다.  이  공정은  전통적인  멸균 
방법이  필요하지  않은    경우  아이솔레이터의  내부  표면과  아이솔
레이터  내부  물질의  외부표면에  적용된다.  포자박멸  공정을  아이
솔레이터에  적용하는  것은  밀봉  용기에    밸리데이션된  건열,  습열 
또는  방사  공정을  적용하는  것과  같은  멸균  공정으로  간주하지 
않는다.","ductionsisoftenapplied.
Theprocessisappliedtointernalsurfacesoftheisolatorandexternalsurfacesofmaterialsi
nsidetheisolator,whenconventionalsterilizationmethodsarenotrequired.
Theapplicationofasporicidalprocesstoisolatorsisnotconsideredtobeasterilizationpro
cessinthesamewayas,forexample,asealedcontainersubjectedtoavalidateddryheat,m
oistheatorirradiationprocess.",
Sporocide,포자살균제,"미생물과  포자를  사멸하기    위해  사용하는  화학물질  또는  화학적 
혼합물",A    chemical  or  mixture  of  chemicals  used  to  kill  microorganisms  and  spores.,Ref    13
Stakeholder,이해관계자,"리스크에영향을주거나리스크에의해영향을받거나리스크에의해영향
을받을것으로생각되는개인,그룹,또는단체.의사결정자역시이해관계
자가될수있다.이가이드라인에서일차이해관계자는환자,의료전문가,
규제당국,그리고업체이다.","Any 
 
individual,  group  or  organization 
that  can  affect,  be  affected  by,  or   
perceive 
itself 
to  be  affected  by  a 
risk.  Decision  makers  might  also  be   
stakeholders.  For 
the  purposes  of 
this  guideline, 
the  primary  stakeholders   
are  the  patient,  healthcare  professional,  regulatory  authority,  and  industry.",Ref    14
"Standalone 
System",독립형    시스템,"일체  완비된  컴퓨터  시스템으로  데이터  처리,  모니터링  또는    제
어  기능을  제공하나  자동화  설비  내에  내재되지  않은  것.  이는  특
정  자동화  설비를  제어하는  것이  유일한  목적인  내장형  시스템과 
대비된다.","A 
self-contained 
 
computer 
system, 
which 
provides 
data 
processing, 
monitoring 
or 
control 
 
functions 
but  which 
is 
not 
embedded  within 
automated  equipment.  This  is    contrasted  with  an  embedded  system,  the  sole 
purpose  of  which  is  to  control  a    particular  piece  of  automated  equipment.",Ref    1
"Standard 
operating 
procedure 
(SOP)",표준작업지침서,"특정  제품이나  물품에만    반드시  국한될  필요는  없으나  작업  수
행에  관한  지시  사항을  제시하는  승인된  절차  문서(예,  설비  운전, 
유지  관리  및  세척,  밸리데이션,    시설  청소  및  환경  관리,  검체 
채취  및  검사).  일부  SOP  는  제품  특이적인  마스터  생산  문서와 
배치  생산  문서를  보조하는  용도로    활용되기도  한다.","An 
 
authorized 
written 
procedure 
giving 
instructions 
for 
performing 
operations 
  not  necessarily  specifi  c 
to  a  given  product  or  material 
(e.g. 
equipment 
  operation,  maintenance 
and 
cleaning 
validation 
cleaning  of 
premises  and    environmental  control  sampling  and  inspection).  Certain  SOPs 
may  be  used  to    supplement  product-specifi  c  master  and  batch  production 
documentation.",Ref    5
"Starting 
Material",출발물질,"포장자재를  제외한,  의약품의  생산에  사용되는  물
질.","Any    substance  used  in  the  production  of  a  medicinal  product,  but  excluding   
packaging  materials.",Ref    4
,,"의약품  생산에  사용되는  일정  품질  수준의  모든  성분.  포장  자재
는  제외","Anysubstanceofadefinedqualityusedintheproductionofapharmaceutical
product,butexcludingpackagingmaterials.",Ref    5
"State  of 
Control",관리  상태,"지속적인    프로세스  성능과  제품  품질을  일관되게  보증하는  관리 
조건.","A    condition  in  which  the  set  of  controls  consistently  provides  assurance  of   
continued  process  performance  and  product  quality.  (ICH  Q10)",Ref    19
Sterile,멸균(무균)의,"살아  있는  생물이  전혀  없는  상태.(실제로  미생물의  부재와    관련
하여  이런  절대적인  진술은  증명할  수  없다.  멸균  참조)","Freeofanyviableorganisms.(Inpractice,nosuchabsolute
statementregardingtheabsenceofmicroorganismscanbeproven,see
sterilisation.)",Ref    11
Sterile  Area,무균구역,"무균작업을  위한  무균물질    또는  멸균처리된  용기가  노출되는  장
소,  무균제제를  채워  넣거나  밀봉하는  작업을  하는  장소  및  무균
시험  등의  무균조작을  하는  장소를  말한다.",N/A,Ref    15
"Sterile 
Product",무균제품,"이  가이던스에서  무균제품이란  무균조건에  노출된  하나  이상의   
요소와  최종적으로  완성된  무균완제의약품을  가리킨다.  이러한  요
소에는  용기,  마개와  완제의약품의  원료약품이  포함된다.","Forpurposesofthisguidance,sterileproductreferstooneormoreoftheelementsexpose
dtoasepticconditionsandultimatelymakingupthesterilefinisheddrugproduct.Theseel
ementsincludethecontainers,closures,andcomponentsofthefinisheddrugproduct.",Ref    10
Sterilisation,멸균(법),"살아있는미생물이없는제품을만들기위해사용하는검증된공정
주의:멸균공정에서미생물학적사멸특징은지수함수로서표현한다.
따라서,멸균공정에서살아남는미생물의수는가능성으로표현할수있으
며,이것은매우낮은수준으로감소될수있지만,0이될수없다.","Validatedprocessusedtorenderaproductfreeofviable
organisms.Note:Inasterilisationprocess,thenatureofmicrobiological
deathofreductionisdescribedbyanexponentialfunction.
Therefore,thenumberofmicroorganismswhichsurviveasterilisation
processcanbeexpressedintermsofprobability.Whiletheprobabilitymaybereducedtoa
verylownumber,itcanneverbereducedtozero.",Ref    11
Sterility,"무균성,    멸균도","무균은  살아  있는  개체가  없다는  의미이다.  무균  시험의    조건은 
유럽  약전에  제시되어  있다","Sterility  is  the    absence  of  living  organisms.  The  conditions  of  the  sterility 
test  are  given    in  the  European  Pharmacopoeia.",Ref    4
,,,,
"Sterility 
assurance 
level  (SAL)",무균성보증수준,제품의한제조단위가무균일확률(SAL은10-n으로표현한다),"Probabilitythatabatchofproductissterile.
(SALisexpressedas10-n).",Ref    11
"SterilityAssur
anceSystem",무균보증시스템,"제품의무균성을보증하기위한장치들의총합.최종멸균제품의경우일반
적으로다음단계를포함한다.
a)제품설계
b)출발물질및공정보조물(예를들어가스및윤활제)의미생물학적상태
에대한지식및가능한경우이에대한관리
c)제품으로의미생물유입및증식을방지하기위한제조공정에서의오염
관리.일반적으로이는제품접촉표면세척과위생처리,청정실내에서처
리함으로써공기를통한오염방지,공정관리시간제한준수및해당하는경
우여과단계를통해관리한다.
d)무균제품과비무균제품라인간혼동방지
e)제품완전성유지
f)멸균공정
g)변경관리,훈련,절차문서,출하승인확인,계획에따른예방적유지관리,
이상모드분석,인적오류방지,밸리데이션,교정등무균보증시스템을포
함하는품질시스템의총체","Thesumtotalofthearrangementsmadetoassurethesterilityofproducts.
Forterminallysterilizedproductsthesetypicallyincludethefollowingstages:
(a)Productdesign.
(b)Knowledgeofand,ifpossible,controlofthemicrobiological
conditionofstartingmaterialsandprocessaids(e.g.gasesand
lubricants).
(c)Controlofthecontaminationoftheprocessofmanufacturetoavoid
theingressofmicroorganismsandtheirmultiplicationintheproduct.
Thisisusuallyaccomplishedbycleaningandsanitizationofproduct
contactsurfaces,preventionofaerialcontaminationbyhandlingin
cleanrooms,useofprocesscontroltimelimitsand,ifapplicable,
filtrationstages.
(d)Preventionofmixupbetweensterileandnonsterileproductstreams.
(e)Maintenanceofproductintegrity.
(f)Thesterilizationprocess.
(g)ThetotalityoftheQualitySystemthatcontainstheSterilityAssurance
Systeme.g.changecontrol,training,writtenprocedures,release
checks,plannedpreventativemaintenance,failuremodeanalysis,
preventionofhumanerror,validationcalibration,etc.",Ref    7
Sterility  test,무균시험법,살아  있는  미생물이  있는지    확인하기  위해  실시하는  시험,Test  performed    to  determine  if  viable  microorganisms  are  present.,Ref    11
Sterilization,멸균(법),모든    종류의  미생물과  포자를  사멸  및/또는  제거하는  공정,"A 
  process 
that  kills  and/or 
removes  all  classes  of  microorganisms  and",Ref    13
,,,spores.,
"Sterilizinggra
defilter",제균급  필터,"적절한    밸리데이션을  거쳐  유체  흐름에서  모든  미생물을  제거해 
무균  상태의  여과액을  생산하는  것으로  증명된  필터.","Afilterthat,whenappropriatelyvalidated,willremoveallmicroorganismsfromafluidstre
am,producingasterileeffluent.",Ref    10
Strength,"함량,    역가,  강도","1)약리활성물질의농도(예중량/중량,중량/부피,또는단위복용량/부피)
2)역가,즉적절한실험실적테스트,충분하게고안되고,관리된임상자료
(예,표준에참조한단위로표현됨.)의해서지시된완제의약품의치료적능
력","(i)Theconcentrationofthedrugsubstance(forexample,weight/weight,weight/volume,
orunitdose/volumebasis),and/or
(ii)Thepotency,thatis,thetherapeuticactivityofthedrugproductasindicatedbyappropri
atelaboratorytestsorbyadequatelydevelopedandcontrolledclinicaldata(expressed,fo
rexample,intermsofunitsbyreferencetoastandard)",Ref    3
"Structural 
Integrity 
(Software)","구조적    무결성(소프
트웨어)","소스  코드가  지정된  소프트웨어  요구조건을  만족시키고  최신    소
프트웨어  개발  관계와  기준에  부합하는  정도를  반영하는  소프트
웨어  특성.","Software 
  attributes 
reflecting 
the  degree 
to  which 
source  code 
satisfies 
specified 
 
software 
requirements  and  conforms 
to  contemporary 
software 
development    practices  and  standards.",Ref    1
"Structural 
Testing",구조적    테스트,"소스  코드의  내부  구조를    점검하는  테스트.  구조적  테스트는  낮
은  수준  및  높은  수준의  코드  검토,  경로  분석,  실제로  사용되는 
프로그래밍  절차  및  표준에  대한 
  감사,  불필요한 
""데드  코드
(Dead  Code)""  검사,  한계  분석  및  다른  기술을  포함한다.  특정  컴
퓨터  과학  및    프로그래밍  전문  지식을  필요로  한다.","Examining    the  internal  structure  of  the  source  code.  Includes  low-level  and 
high-level    code  review,  path  analysis,  auditing  of  programming  procedures 
and 
standards 
 
actually 
used, 
inspection 
for 
extraneous 
“dead 
code”, 
boundary  analysis  and    other  techniques.  Requires  specific  computer  science 
and  programming    expertise.",Ref    1
"Structural 
Verification",구조적인    검증,"소프트웨어가    구조적으로  적절하고  무결하다는  것을  문서로  증
명하기  위해  수행하는  행위.","An    activity  intended  to  produce  documented  assurance  that  software  has   
appropriate  structural  integrity.",Ref    1
System,"시스템,  체계,  계","상호  영향을  주는  활동  및  기법이  통제된  패턴으로  통합되어    형
성된  조직화된  전체를  의미하는  것으로  사용된다.","SYSTEM  Is  used    in  the  sense  of  a  regulated  pattern  of  interacting  activities 
and  techniques    which  are  united  to  form  an  organised  whole.",Ref    4
,,공통의  목적을  지닌  설비  그룹,A    group  of  equipment  with  a  common  purpose.,Ref    6
,,공동의  목적을  가지는  한  그룹의  장비를  말한다.,N/A,Ref    17
"System 
Acceptance 
Test 
Specification","시스템  승인    시험  규
격","시스템승인테스트규격은사용자가시스템승인허용을위해실행하는테
스트의규격이다.일반적으로시스템승인테스트규격은아래사항을포함
해야한다.
-시스템기능
-시스템성능
-중요인자
-운영절차
이테스트는시스템이기능규격에기술된대로작동하고URS에정의된사
용자요구사항들을만족하고있음을확인해야한다.보통이테스트는한계
값,알람값,경계값    테스트를  포함한다.
시스템승인테스트규격은계약관련문서이기때문에공급자/개발자/구
축자및최종사용자가모두승인해야한다.시스템승인 
  테스트  규격을 
작성하는  절차에  대한  예시는    GAMP  가이드의  부록에서  확인할 
수  있다.","Thesystemacceptancetestspecificationisadescriptionofthoseteststobecarriedouttop
ermitacceptanceofthesystembytheuser.Typicallyitshouldaddressthefollowing:
_Systemfunctionality
_Systemperformance
_Criticalparameters
_Operatingprocedures
Thetestsshouldensurethattheproductoperatesasindicatedinthefunctionalspecificati
onandmeetstheuserrequirementsasdefinedintheURS.Theteststypicallyincludelimit,al
armsandboundarytesting.
TheSystemAcceptanceTestSpecificationisacontractualdocumentand,assuch,shouldb
eapprovedbyboththesupplier/developer/integratorandtheenduser.Anexampleproc
edureforproducingaSystemAcceptanceTestSpecificationisgiveninaGAMPGuideApp
endix.",Ref    1
"System 
owner",시스템    책임자,"컴퓨터화  시스템의  유효성과  유지보수,  해당  시스템에  저장된    데
이터의  보안을  책임지는  자","The 
person 
 
responsible 
for 
the 
availability, 
and  maintenance 
of 
a 
computerised  system 
  and 
for 
the  security  of 
the  data 
residing  on 
that 
system",Ref    20
"System 
Software",시스템    소프트웨어,"컴퓨터  시스템의  운영  및    유지관리를  지원하는  소프트웨어  및 
그와  연관된  프로그램(운영체제,  어셈블러,  유틸리티,  네트워크  소
프트웨어  및  실행  프로그램).  시스템    소프트웨어는  보통  특정  어
플리케이션과  독립적으로  실행된다.","Software 
 
designed 
to 
facilitate 
the 
operation 
and  maintenance 
of 
a 
computer  system  and    its  associated  programs,  such  as  operating  systems, 
assemblers, 
utilities, 
 
network 
software 
and 
executive  programs. 
System 
software  is  generally    independent  of  the  specific  application.",Ref    1
"System 
Specification",시스템  규격,시스템이  기능  요구조건을  만족시킬  방법을  서술.,Describe  how  the    system  will  meet  the  functional  requirements.  (2),Ref    1
s,,,,
"Terminal 
sterilization",최종멸균,"일반적으로10-6보다적은(예:비무균개체의가능성이100만분의1보다
큰)미리정해진무균보증수준을달성할목적으로밀봉한완제의약품에멸
균물질을적용하는과정","Theapplicationofalethalagenttosealed,finisheddrugproductsforthepurposeofachievi
ngapredeterminedsterilityassurancelevel(SAL)ofusuallylessthan10-6(i.e.,aprobability
ofanonsterileunitofgreaterthanoneinamillion).",Ref    10
"Theoretical 
yield","이론수량,    이론생산량","이론수량이란    실제  생산에서  발생하는  모든  손실  또는  오류가 
없다고  할  때  사용된  원자재의  양에  근거하여  적절한  제조,  가공, 
또는  포장  단계에서  생산될    양을  의미한다.","Theoretical 
 
yieldmeans 
the 
quantity 
that  would 
be 
produced 
at 
any 
appropriate  phase  of 
  manufacture,  processing,  or  packing  of  a  particular 
drug  product,  based  upon    the  quantity  of  components  to  be  used,  in  the 
absence  of  any  loss  or  error  in    actual  production.",Ref    3
Third  Party,제  3자,제조자    혹은  수입자에  의해  직접적으로  관리되지  않는  상대방,"Partiesnotdirectlymanagedbytheholderofthemanufacturingand/orimport
authorisation.",Ref    20
Trend,경향,변수의    변화  속도  또는  방향을  의미하는  통계학적  용어.,"A 
 
statistical 
term 
referring 
to 
the  direction  or 
rate  of 
change  of 
variable(s).","a   
Ref    14"
ULPA  filter,ULPA필터,"최소0.3μm입자를99.999%제거할수있는효율을가진초저침투공기필
터.","Ultra-low 
  penetration  air 
filter  with  minimum  0.3  μm  particle 
retaining 
efficiency  of    99.999  percent.",Ref    10
"Unidirectiona
l  flow",단일방향류,"중요공정작업장또는시험실로부터지속적으로입자를제거하기위해,충
분한속도를        가지고  일정한  한  방향으로  이동하는  공기  흐름.","An    airflow  moving  in  a  single  direction,  in  a  robust  and  uniform  manner, 
and  at    sufficient  speed  to  reproducibly  sweep  particles  away  from  the  critical   
processing  or  testing  area.",Ref    10
Unplanned,계획되지    않은(비상),밸리데이션    된  시스템에  대해서  긴급한  수정을  요하는  예측불가,Anunanticipatednecessarychangetoavalidatedsystemrequiringrapid,Ref    1
"(Emergency) 
Change",변경,능한  변경사항.  보통  ‘핫픽스’라고  알려져  있음.,"implementation,alsoknownasa“hot-fix”.",
User,사용자,"시스템    운영에  대한  책임을  갖는  회사  및  그룹.(3)  (‘법적  사용자’ 
참조)  제품을  공급하는  공급자와  계약을  맺은  GxP  사용  고객  또
는  사용자    조직.  따라서  이  문서에의  ‘사용자’는  시스템을  사용하
는  개인만을  의미하는  것이  아니고  ‘고객’과  같은  의미이다.","The    company  or  group  responsible  for  the  operation  of  a  system.  (3)  (see 
also    ‘Regulated  User’).  The  GxP  customer,  or  user  organisation,  contracting  a   
supplier 
to  provide 
a  product. 
In 
the 
context  of 
this  document 
it 
is,   
therefore,  not  intended  to  apply  only  to  individuals  who  use  the  system,  and   
is  synonymous  with  ‘Customer’.",Ref    1
"Utility 
Software",유틸리티    소프트웨어,"다른    어플리케이션  소프트웨어,  운영  체제  또는  시스템  사용자에 
의해  요구되는  어떤  일반적인  지원  기능을  수행하기  위해  설계된 
컴퓨터  프로그램.","Computer    programs  or  routines  designed  to  perform  some  general  support 
function    required  by  other  application  software,  by  the  operating  system,  or 
by  system    users.",Ref    1
Validation,밸리데이션,"특정    공정,  방법  또는  시스템이  사전  설정된  허용  기준에  부합하
는  결과를  일관되게  만들어  낸다는  점을  상당한  정도로  보증하는 
문서화된  프로그램.","A    documented  program  that  provides  a  high  degree  of  assurance  that  a 
specific 
  process,  method,  or 
system  will 
consistently  produce 
a 
result 
meeting    pre-determined  acceptance  criteria.",Ref    2
,,"GMP  원칙에  따라  어떤  절차,  공정,  설비,  물품,  행위  또는  시스템
이  실제로  예상    결과를  만들어  낸다는  점을  증명하는  행위(적격
성평가  참조)","Action    of  proving,  in  accordance  with  the  principles  of  Good  Manufacturing 
Practice,    that  any  procedure,  process,  equipment,  material,  activity  or  system 
actually    leads  to  the  expected  results  (see  also  qualification).",Ref    4
,,"GMP  원칙에  따라  어떤  절차,  공정,  설비,  물품,  행위  또는  시스템
이  실제로  예상    결과를  만들어  낸다는  점을  증명하는  행위(적격
성평가  참조)","Action 
  of  proving, 
in  accordance  with 
the  principles  of  GMP, 
that  any 
procedure,    process,  equipment,  material,  activity  or  system  actually  leads  to 
the    expected  results  (see  also  qualifi  cation).",Ref    5
,,"특정공정이기설정된규격과품질요소들을만족하고있는제품을지속적
으로생산하고있음을보증하기위한증거를문서화하는것.","Establishingdocumentedevidencethatprovidesahighdegreeofassurancethataspecifi
cprocesswillconsistentlyproduceaproductmeetingitspredeterminedspecificationsan",Ref    10
,,,dqualityattributes.,
,,"특정한공정,방법,기계설비또는시스템이미리      설정되어  있는  판정
기준에  맞는  결과를  일관되게  도출한다는  것을      검증하고  이를 
문서화하는  것을  말한다.",N/A,Ref    15
"Validation 
Protocol","밸리데이션    실시계획
서","밸리데이션    실시  방법과  허용  기준을  규정한  계획  문서.  일례로 
제조  공정  밸리데이션  프로토콜은  공정  설비,  중요  공정  변수/운
전  범위,  제품  특성,    검체  채취  방법,  수집  대상  시험  데이터,  밸
리데이션  공정  가동  횟수,  허용  시험  결과를  규정한다.","A 
  written  plan 
stating  how 
validation  will  be 
conducted  and  defining 
acceptance    criteria.  For  example,  the  protocol  for  a  manufacturing  process 
identifies    processing  equipment,  critical  process  parameters/operating  ranges, 
product 
 
characteristics, 
sampling, 
test  data 
to  be 
collected,  number  of 
validation    runs,  and  acceptable  test  results.",Ref    2
"Validation 
Protocol/Plan
)","밸리데이션    실시계획
서","밸리데이션을    어떻게  실시할  것인가를  기술한  문서로서  측정해
야  할  변수,  판정기준,  특성  및  실시방법  등을  포함한  것을  말한
다.",N/A,Ref    17
"Validation 
Report","밸리데이션    결과보고
서","밸리데이션    실시  후  얻은  기록  및  결과와  이를  평가한  문서를 
말한다.",N/A,Ref    17
"Validation 
Master  Plan 
(VMP)","밸리데이션    종합계획
서","밸리데이션을    적절히  실시하기  위하여  방법,  조직  및  실시대상 
등  밸리데이션에  대한  전체적인  계획을  요약·정리한  것을  말한다.",N/A,Ref    17
Vent  filter,"통기구필터,    벤트필터","폐쇄된  관을  지나다니는  기체로부터  생물  또는  미생물  입자를   
제거할  수  있는  입자가  떨어지지  않는  다공성  물질","Non-sheddingporousmaterialcapableofremovingviableand
non-viableparticlesfromgasespassinginandoutofaclosedvessel.",Ref    11
Worst  Case,최악조건,"표준작업절차범위이내의상/하한공정기준을포함하는조건으로서이
상적인조건과비교했을때제품이나공정에이상이발생될가능성이    가
장  큰  경우.  반드시  제품  또는  공정  이상을  유발하는  조건일  필요","A    condition  or  set  of  conditions  encompassing  upper  and  lower  processing 
limits    and  circumstances,  within  standard  operating  procedures,  which  pose 
the    greatest  chance  of  product  or  process  failure  when  compared  to  ideal",Ref    6
,,는  없다.,"conditions.  Such  conditions  do  not  necessarily 
induce  product  or  process   
failure.",
